,tweet
14,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
15,"APARTHEID ISRAEL MUST GO
#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/Zwm0vwrqe5"
16,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
17,"RT @Ghassan9812281: Today we remember the Nakba, it is also the day Zionists will act out like rabid dogs trying to deny the existence of P…"
18,RT @seanaorodaigh: At the launch of @AmnestyIreland’s #PicnicsAgainstApartheid in solidarity with Palestinians on the eve of #NakbaDay on w…
19,"APARTHEID ISRAEL MUST GO
#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/wBhFWI0zXh"
20,"@Keir_Starmer Lest we forget: In #ApartheidIsrael the torture &amp; abuse of #Palestinian children is lawful, relentless &amp; routine - &amp; is endorsed by #InstitutionallyRacist .@UKLabour u/ #Zionist Keir #Starmer! But if you mention it you will be accused of '#AntiSemitism' https://t.co/HXtMByu99q"
21,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
22,"APARTHEID ISRAEL MUST GO
#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/pGDw4FT6ys"
23,"RT @bmulligan82: AFC Wimbledon has chosen not to renew its kit supply deal with PUMA for next season!

Campaigning works! All clubs should…"
24,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
25,"RT @PalFriends2020: Thousands of Palestinians in Ramallah, Gaza &amp; other cities marked the 74th anniversary of the Palestinian #Nakba.

Afte…"
26,"RT @vioof327: Why did humanity fail like this?

#Shereen_Abu_Aqleh 💔
#RestInPeace At least , you did your part..
#RestInPower such a brave…"
27,RT @ssaliena18: Israel has killed two Palestinian footballers. Their team mates want Puma to stop supporting apartheid Israel. Help them by…
28,"APARTHEID ISRAEL MUST GO
#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/dpnO2wdSLk"
29,"RT @palestine_islam: Those armed with guns and bombs are afraid of those with Camera. 

#AbuAkleh #AlJazeera #Israel #FreePalestine #Palest…"
30,RT @FernLoverAT01: @SecBlinken Can you do more than just a mildly critical public statement? We give them a lot of $ and pay for their weap…
31,"RT @ManchesterPSC: Photos from the demonstration at #Puma offices Manchester today. 

Demanding that Puma ends it's sponsorship of the Isra…"
32,RT @sa_4raaaa: Today the Apartheid Israeli regime showed the World how they feel about Muslims who were showing solidarity with the family…
33,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/gjUCxUjVEv
34,"RT @hawra_wahaibi: Do we have to redefine terrorism!!
#BuffaloMassacre 
#BuffaloNY 
#الكيان_الصهيوني
#يحدث_الآن 
#شيرين_أبوعاقلة 
#IsraeliC…"
35,RT @stillawake: #BDS needed now.
36,"RT @JerryHicksUnite: #IsraeliCrimes #Nakba74
Occupied #Gaza 'an open air prison' blockaded by Israel since 2007

56% of Palestinians there…"
37,"@AJCGlobal @BDSmovement ""It’s high time for the UN to deal with Israeli apartheid and to impose proportional,legal and targeted sanctions to dismantle it like they did apartheid South Africa.Palestinians do not need charity but meaningful solidarity and accountability"" @BDSmovement Stop #ApartheidIsrael"
38,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
39,"APARTHEID ISRAEL MUST GO
#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/fGWY53rikm"
40,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
41,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/qXuu2OXsAu
42,"RT @QudsNen: Amnesty's Executive Director in Ireland Colm O'Gorman speaks about Amnesty's report on Israel's apartheid, that has built on d…"
43,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/wIz6XGlIxP"
44,"RT @JerryHicksUnite: #IsraeliCrimes #Nakba74
Occupied #Gaza 'an open air prison' blockaded by Israel since 2007

56% of Palestinians there…"
45,"RT @AhmadReida: She was covering the news
 It became the news
😢
#Shireen_Abu_Akleh
#IsraeliCrimes 
#IsraeliTerrorists https://t.co/KBSUkkHt…"
46,RT @JohnHughes127: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Pal…
47,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/RgastWecVC
48,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/rTXxs8EK7m"
49,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/V4bGSUp9sG"
50,"RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation 
 https://t.co/opuS9bdQZn ."
51,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/qXuu2OXsAu
52,@HSajwanization @Isaac_Herzog @EsawiFr @YoazHendel1 @MohamedBinZayed Their arrival makes you thrill you #ApartheidIsrael apologist.
53,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/AenaFmZkvi"
54,What Is Nakba Day? #Israel #BDS https://t.co/Grhf5oTSto
55,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/kgVbYFpwEH"
56,@Football_RIP @TingledB @Yuval16499776 @mishtal Yup.  Done that.  Read the Amnesty report on #ApartheidIsrael .  It is based on legal definitions of apartheid.
57,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/6XQkTw7f1R
58,"Today we remember the Nakba, it is also the day Zionists will act out like rabid dogs trying to deny the existence of Palestine bla bla bla don’t forget, from the river to the sea 🇵🇸 

#IsraeliCrimes 
#Palestine 
#Nakba"
59,"@Keir_Starmer Q: Who is .@Keir_Starmer’s REAL Boss? 

A: The #IsraelLobby w/ it’s associated pro-#Israel ‘front’ organisations &amp; the #Embassy of #Israel in London! 

When they say ‘jump’ he asks ‘how high?’ https://t.co/YFy1ku9UND via .@aljazeera #Labour #Zionism #ApartheidIsrael https://t.co/nr3GRltGms"
60,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/qmjZ2lTsmf"
61,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
62,RT @kamelhawwash: #Palestinian students at Tel Aviv university marking 74 years of their #Nakba attacked by the #ApartheidIsrael police for…
63,RT @ipsc_derry: #IsraeliTerrorism continues and #Nakba never ends
64,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/iVxdwNdHBE
65,"RT @TheMendozaWoman: If Keir Starmer was alive during the Salem witch hunts: 

“While we condemn the drowning of this innocent woman, we de…"
66,"RT @JerryHicksUnite: Massive respect and solidarity with Oslo, Norway 🇳🇴 rally to commemorate 74th anniversary of Palestinian people #Nakba…"
67,RT @BDSmovement: The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler…
68,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation #Israel https://t.co/zvII1GMAw9
69,"The #IsraeliCrimes are so heinous that even their most loyal allies are forced to condemn them.

First they kill a journalist in cold blood then brutalize the mourners. Such is the foundation of this illicit state.

#Palestine 🇵🇸 lives on."
70,"@destination1111 @shaftoflame It's strange that you say that but no I am not... EVERY country has a right to defend themselves and you what Dizzy, that's written into International Law #ICC4Israel #FreePalestine #BDS"
71,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
72,RT @OmarSShakir: Israel continues to dispossess Palestinians &amp; deny millions of refugees—many languishing generation after generation in ca…
73,"Palestinian wounded by Israeli gunfire in Jenin succumbs to injuries at hospital

#BoycottIsrael #BDS #BoycottIsraelGoods #BoycottIsraeliGoods
Follow @BDSMovement @swilkinsonbc

https://t.co/eIk0Cy1kpx"
74,RT @SholaMos1: So #Israeli forces assassinating #ShireenAbuAqleh wasn’t evil enough?! They had to desecrate her funeral procession with vio…
75,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
76,"RT @JerryHicksUnite: #IsraeliCrimes #Nakba74
Occupied #Gaza 'an open air prison' blockaded by Israel since 2007

56% of Palestinians there…"
77,"#ReportersWithoutBorders
#ShireenAbuAkleh , brave &amp; Long term tv reporter for Al Jazeera was assassinated by brutal &amp; fascist #Israel military while she was covering its raid in Jenin city. #JournalismIsNotACrime world should stand against #IsraeliCrimes https://t.co/Nkq5KnXQs7"
78,RT @Gharaybeh_M: @yanisvaroufakis The German government believes Palestinians need to pay the price for Germany’s guilt complex. Guess what…
79,"#IsraeliCrimes #Nakba74
Occupied #Gaza 'an open air prison' blockaded by Israel since 2007

56% of Palestinians there are food insecure
#Israel often blocks supply of essential aid, medicine
1,500+ homes destroyed by Israeli strikes in 2021 not rebuilt https://t.co/VFHhB2psan"
80,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/cscwpUmJwv
81,"Enjoying unwavering US support, Israel will press on with unspeakable crimes: Iran top rights official

#BoycottIsrael #BDS #BoycottIsraelGoods #BoycottIsraeliGoods
Follow @BDSMovement @swilkinsonbc

https://t.co/2tenFwTixW"
82,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
83,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
84,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/d65yQGRPpK
85,@MairavZ #israel Youre just a termite to this World and shall be doomed. just as your ancestors were arrogant when in power and perished as a lesson to others. keep going with these atrocities and soon you'll find yourself defeated. #IsraeliApartheid #IsraeliCrimes #NakbaDay
86,@Y3ahDatWay Correction: #Israel police/security forces committing mala fide #IsraeliWarCrimes. Majority of #Jews aren't #israeli and most do not support these #IsraeliCrimes.
87,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
88,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/mZ9tVaEi5D"
89,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/6XQkTw7f1R
90,#ApartheidIsrael is a fascist state that needs to be isolated as a pariah by the west that props it up. Shame on you @POTUS @ABlinken @nedprice @BorisJohnson @trussliz for failing to condemn the #IsraeliTerrorState and imposing a full arms embargo and sever diplomatic relations https://t.co/rJ9p88J3LX
91,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
92,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
93,"@nytimes Abu Akleh is the latest victim. But these executions will continue so long as Israel and its soldiers are shielded from accountability.  #ShireenAbuAkleh #IsraeliCrimes
https://t.co/uCx0CNNy9l"
94,RT @OmarSShakir: Israel continues to dispossess Palestinians &amp; deny millions of refugees—many languishing generation after generation in ca…
95,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/6XQkTw7f1R
96,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
97,#Palestinian wounded by Israeli gunfire in #Jenin dies at Rambam hospital https://t.co/rWYj7IsEel #Nakba74 #EndIsraeliApartheid #FreeThemAll #FreePalestine 🇵🇸 #Palestine #BoycottIsrael #BDS #Apartheid #Israel #NaftaliBennett #JoeBiden #kamalaharris #TonyBlinken #CNN #BBC #FoxNews
98,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
99,"RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation 
 https://t.co/opuS9bdQZn ."
100,"What is wrong with the World, everything is upside down! #Russia was banned from #Eurovision2022 but not #Israel who has been killing #Palestinians for 74 years including Civilian Men, Women, Children, Babies, Paramedics, Journalists, …

STOP #DoubleStandards
BE #Humane
#BDS"
101,"#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation 
 https://t.co/opuS9bdQZn ."
102,"RT @bobruss46: @wesstreeting #ApartheidIsrael 🇵🇸
#IsraeliCrimes 🇵🇸
#Act4Palestine 🇵🇸
Deconstructing Israel's apartheid.
Amnesty's short fre…"
103,"RT @SaulStaniforth: ""Put pressure on your politicians to come with policies that sanction or hold Israel accountable for its violations of…"
104,"@nytimes Take Action: Demand justice for  Renowned Palestinian-American Journalist Shireen Abu Akleh.  

#ShireenAbuAkleh #IsraeliWarCrimes #EndIsraeliApartheid

https://t.co/slUiOmBP9e"
105,"RT @SDGMasterglass: eye.on.palestine 🇵🇸#Palestine || Dawoud Zubaidi, the brother of the Palestinian prisoner Zakaria Al-Zubaidi, has died o…"
106,"Real journalists being attacked and NO MEDIA is talking about it ? 

#EndIsraeliApartheid #journalist https://t.co/7Ro5K05epZ"
107,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
108,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
109,"@Israel I worked in a huge German corporation with well over 100,000 employees. Believe me, almost all Germans secretly express their hatred for you. If one day the Caliphate fights you, the rest of the world will rejoice. #Israel #IsraeliCrimes #ShireenAbuAqla #IsraeliWarCrimes"
110,"#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation 
 https://t.co/opuS9bdQZn"
111,"RT @JerryHicksUnite: Massive respect and solidarity with Oslo, Norway 🇳🇴 rally to commemorate 74th anniversary of Palestinian people #Nakba…"
112,"Hating this and asking for it to disappear is not anti-Semitic.
It is anti thugs who happen to be Zionists and symbolize what #Israel is all about.
It is time for an #ApartheidIsrael to go. It is the definition of #apartheid #CrimesAgainstHumanity
https://t.co/hM53Ef7JX0"
113,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/k3XU5tTU98
114,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
115,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
116,RT @BDSmovement: The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler…
117,"Wow! 
Yesterday's huge rally in #Copenhagen, Denmark to mark 74th anniversary of Palestinian #Nakba &amp; to honor Palestinian journalist #ShireenAbuAkleh killed in cold blood by the #IsraeliOccupation forces

#FreePalestine 🇵🇸 #Nakba74 #Israel
https://t.co/5NVJG8HTTi #IsraeliCrimes"
118,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/wShHi8DPop
119,"@HandhalaI Jazaak Allahu Khair I am very pleased to hear this. 

I continue to fight for removal of financial sanctions. 

It is hypocritical that #UK govt funds #ApartheidIsrael whilst at the same time punishing Afghans with financial sanctions #Afghanistan"
120,"RT @MayadeenEnglish: The #BDS Movement condemned the Western indifference toward the Palestinian cause, which enables ""Israel's impunity"".…"
121,Justice for Palestine 🇵🇸 #Nakba74 #BDS #EndIsraeliApartheid https://t.co/u1U7f9q77y
122,RT @kamelhawwash: #Palestinian students at Tel Aviv university marking 74 years of their #Nakba attacked by the #ApartheidIsrael police for…
123,RT @IlkhaAgency: UN human rights chief calls for investigations into the crimes of zionist forces #SherineAbuAqleh #UnitedNations #IsraeliC…
124,"#IsraeliCrimes Palestinians in Ramallah, Gaza &amp; other cities marked the 74th anniversary #Nakba

After 74 years, the Palestinian people are full of determination to continue the path for a #FreePalestine 🇵🇸 &amp; to end the #IsraeliOccupation.
#Nakba74 #Israel
https://t.co/Oo1VTwPy6L"
125,RT @BDSmovement: The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler…
126,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation
127,"RT @KreaseChan: What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This…"
128,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
129,"RT @JamalKhanfer: #BDS

#Colonial hypocrisy is killing Palestinians. On the 74th anniversary of the Nakba, we condemn once again the #Weste…"
130,"RT @IlkhaAgency: Wounded detainee from Jenin pronounced dead in israeli hospital
#Palestine #جنين #IsraeliCrimes
https://t.co/93s5hGsm4l ht…"
131,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/YAoGeLbhJG
132,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
133,RT @soad50: #Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/dS1MmAOn9x
134,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
135,RT @BDSmovement: The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler…
136,"@Octagot @JamesEFoster I am afraid you are mistaken... #israelisterrorism knows no bounds... They can always stoop lower.
#ApartheidIsrael #IsraeliWarCrimes 
#IsraeliCrimes
.. Israeli 'soldiers' push disabled man out of his wheelchair and attack Palestinian protestors in Hebron. https://t.co/ZfXKP1UYEl"
137,"RT @WAFANewsEnglish: British MP Claudia Webbe: ""End arms sales to Israel now.""
 
#FreePalestine #IsraeliCrimes https://t.co/6YCRY1NkYL"
138,"RT @RESISTANCE_Pak: 🚩INTERNATIONAL RESISTANCE NEWS 🚩

"" *Al Jazeera journalist shot dead in West Bank by Israeli forces* ""

For Facebook:
h…"
139,"RT @IlkhaAgency: Mishaal calls on PA to halt security coordination with zionist regime #Palestine #جنين #Jenin #IsraeliCrimes
https://t.co/…"
140,"#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation 
#Israel https://t.co/5qfa6VsIqz"
141,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
142,"Massive respect and solidarity with Oslo, Norway 🇳🇴 rally to commemorate 74th anniversary of Palestinian people #Nakba
#FreePalestine #Nakba74 #free #IsraeliCrimes #Israel #Norway
https://t.co/XNnZ2Bj1Oy"
143,"RT @NesmaJa97: According the Hebrew media || 
Israeli army investigation: Shirin Abu Aqleh was 150 meters away when she was targeted, and D…"
144,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
145,"RT @PalFriends2020: Thousands of Palestinians in Ramallah, Gaza &amp; other cities marked the 74th anniversary of the Palestinian #Nakba.

Afte…"
146,"RT @NSanabel: ...Unforgettable painfully scene

#ShireenAbuAqla
#شيرين_أبوعاقلة
#شيرين_ابو_عاقلة
#IsraeliCrimes
#IsraelTerrorism
#FreePales…"
147,RT @BDSmovement: The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler…
148,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation #Israel https://t.co/zvII1GMAw9
149,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
150,RT @Ahqar23: A journalist killed by #IsraeliCrimes #IsraelTerroristState https://t.co/Tp6zEZMrMV
151,RT @drFaizanNoor: #ShireenAbuAkleh was more than a journalist She was a Icon &amp; Prominent Bold voice against #IsraelTerrorism in Occupied #P…
152,"RT @MahfoozYarKhan: Join @plf_pak to protest against Israeli atrocities tomorrow, Sunday May 15th, 2022 at 4pm at #Karachi #Presseclub.

#N…"
153,"RT @Tsundere789: A journalist wearing a jacket clearly marked PRESS, murdered for reporting the truth.  I’d like to see the United States a…"
154,"RT @NCTsmtown: NCT U 'Baby Don't Stop' MV Teaser

Music Video ➫ 2018.2.27 0am (KST)
#BABYDONTSTOP #BDS
#TEN #TAEYONG
#NCT_U #NCT2018 https:…"
155,"RT @PalFriends2020: Thousands of Palestinians in Ramallah, Gaza &amp; other cities marked the 74th anniversary of the Palestinian #Nakba.

Afte…"
156,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation https://t.co/sOTCpztl2f
157,RT @Asif_Ukhan: Gut-wrenching to hear of the killing of Shireen Abu Aqla—gunned down while reporting on frontlines on Israeli incursion in…
158,"RT @PDissadent: Check the label when you shop🛒 #BoycottIsrael Look for origin. Boycott produce made in israel, West Bank, Jordan Valley, Go…"
159,"RT @Quickieleaks: Lift financial sanctions on the people of #Afghanistan 

Stop funding #ApartheidIsrael 

#Afghanistan doesn't interfere i…"
160,"RT @ChungaStereo: @MuhammadSmiry RIP Shireen

A very sad day for her love ones &amp; honest and great journalists around the world 

 @AlJazeer…"
